iter	Logloss
964	0.2959852201
965	0.2958976399
966	0.2957982733
967	0.2957306408
968	0.295640304
969	0.2955749854
970	0.2954907242
971	0.2954017632
972	0.2953029618
973	0.2951764584
974	0.2950848094
975	0.2949666115
976	0.2948727066
977	0.2947632299
978	0.2946676322
979	0.2945769415
980	0.2945118855
981	0.2944774052
982	0.2943905638
983	0.2943580486
984	0.2942641475
985	0.2942171934
986	0.2941279826
987	0.2940451585
988	0.2938666166
989	0.2938076483
990	0.2937046113
991	0.2936280969
992	0.2935419191
993	0.2934418239
994	0.2932959209
995	0.2931714079
996	0.2930912555
997	0.2929878184
998	0.2928321364
999	0.2927648152
